Country;CommodityCode;Grandeza;CÓDIGO DATAGRO
Cote d'Ivoire;813300;MYImports;CTM_CI
Cote d'Ivoire;2221000;MYImports;PNS_CI
Cote d'Ivoire;2223000;MYImports;CTS_CI
Cote d'Ivoire;2232000;MYImports;PKS_CI
Cote d'Ivoire;4234000;MYImports;PNO_CI
Cote d'Ivoire;4243000;MYImports;PAO_CI
Cote d'Ivoire;4244000;MYImports;PKO_CI
Cuba;410000;MYImports;WHT_CU
Cuba;440000;MYImports;COR_CU
Cuba;813100;MYImports;SBM_CU
Cuba;2222000;MYImports;SBS_CU
Cuba;4232000;MYImports;SBO_CU
Cuba;4236000;MYImports;SFO_CU
Djibouti;4243000;MYImports;PAO_DJ
Dominican Republic;410000;MYImports;WHT_DO
Dominican Republic;440000;MYImports;COR_DO
Dominican Republic;813100;MYImports;SBM_DO
Dominican Republic;4232000;MYImports;SBO_DO
Dominican Republic;4243000;MYImports;PAO_DO
Ecuador;410000;MYImports;WHT_EC
Ecuador;440000;MYImports;COR_EC
Ecuador;813100;MYImports;SBM_EC
Ecuador;814200;MYImports;FIM_EC
Ecuador;4232000;MYImports;SBO_EC
Ecuador;4243000;MYImports;PAO_EC
Ecuador;4244000;MYImports;PKO_EC
Egypt;410000;MYImports;WHT_EG
Egypt;440000;MYImports;COR_EG
Egypt;813100;MYImports;SBM_EG
Egypt;813300;MYImports;CTM_EG
Egypt;813500;MYImports;SFM_EG
Egypt;2221000;MYImports;PNS_EG
Egypt;2222000;MYImports;SBS_EG
Egypt;2223000;MYImports;CTS_EG
Egypt;2224000;MYImports;SFS_EG
Egypt;4232000;MYImports;SBO_EG
Egypt;4233000;MYImports;CTO_EG
Egypt;4236000;MYImports;SFO_EG
Egypt;4243000;MYImports;PAO_EG
El Salvador;410000;MYImports;WHT_SV
El Salvador;440000;MYImports;COR_SV
El Salvador;813100;MYImports;SBM_SV
El Salvador;4232000;MYImports;SBO_SV
El Salvador;4243000;MYImports;PAO_SV
Eritrea;410000;MYImports;WHT_ER
Eswatini;440000;MYImports;COR_SZ
Ethiopia;410000;MYImports;WHT_ET
Ethiopia;440000;MYImports;COR_ET
Ethiopia;2222000;MYImports;SBS_ET
Ethiopia;4232000;MYImports;SBO_ET
Ethiopia;4243000;MYImports;PAO_ET
European Union;410000;MYImports;WHT_EU
European Union;440000;MYImports;COR_EU
European Union;813100;MYImports;SBM_EU
European Union;813200;MYImports;PNM_EU
European Union;813300;MYImports;CTM_EU
European Union;813500;MYImports;SFM_EU
European Union;813600;MYImports;RPM_EU
European Union;813700;MYImports;CPM_EU
European Union;813800;MYImports;PKM_EU
European Union;814200;MYImports;FIM_EU
European Union;2221000;MYImports;PNS_EU
European Union;2222000;MYImports;SBS_EU
European Union;2223000;MYImports;CTS_EU
European Union;2224000;MYImports;SFS_EU
European Union;2226000;MYImports;RPS_EU
European Union;2232000;MYImports;PKS_EU
European Union;4232000;MYImports;SBO_EU
European Union;4233000;MYImports;CTO_EU
European Union;4234000;MYImports;PNO_EU
European Union;4235000;MYImports;OLO_EU
European Union;4236000;MYImports;SFO_EU
European Union;4239100;MYImports;RPO_EU
European Union;4242000;MYImports;CCO_EU
European Union;4243000;MYImports;PAO_EU
European Union;4244000;MYImports;PKO_EU
Faroe Islands;814200;MYImports;FIM_FO
Fiji;410000;MYImports;WHT_FJ
Gabon;410000;MYImports;WHT_GA
Gambia, The;2221000;MYImports;PNS_GM
Georgia;410000;MYImports;WHT_GE
Georgia;440000;MYImports;COR_GE
Georgia;813100;MYImports;SBM_GE
Georgia;4236000;MYImports;SFO_GE
Ghana;410000;MYImports;WHT_GH
Ghana;440000;MYImports;COR_GH
Ghana;813100;MYImports;SBM_GH
Ghana;2221000;MYImports;PNS_GH
Ghana;2222000;MYImports;SBS_GH
Ghana;2232000;MYImports;PKS_GH
Ghana;4232000;MYImports;SBO_GH
Ghana;4243000;MYImports;PAO_GH
Ghana;4244000;MYImports;PKO_GH
Guatemala;410000;MYImports;WHT_GT
Guatemala;440000;MYImports;COR_GT
Guatemala;813100;MYImports;SBM_GT
Guatemala;813200;MYImports;PNM_GT
Guatemala;813800;MYImports;PKM_GT
Guatemala;2221000;MYImports;PNS_GT
Guatemala;2222000;MYImports;SBS_GT
Guatemala;4232000;MYImports;SBO_GT
Guatemala;4236000;MYImports;SFO_GT
Guatemala;4243000;MYImports;PAO_GT
Guinea;410000;MYImports;WHT_GN
Guinea;440000;MYImports;COR_GN
Guinea;2221000;MYImports;PNS_GN
Guinea;4243000;MYImports;PAO_GN
Guyana;410000;MYImports;WHT_GY
Guyana;440000;MYImports;COR_GY
Guyana;813100;MYImports;SBM_GY
Haiti;410000;MYImports;WHT_HT
Haiti;440000;MYImports;COR_HT
Haiti;4232000;MYImports;SBO_HT
Haiti;4243000;MYImports;PAO_HT
Honduras;410000;MYImports;WHT_HN
Honduras;440000;MYImports;COR_HN
Honduras;813100;MYImports;SBM_HN
Honduras;813800;MYImports;PKM_HN
Honduras;2232000;MYImports;PKS_HN
Honduras;4243000;MYImports;PAO_HN
Honduras;4244000;MYImports;PKO_HN
Hong Kong;410000;MYImports;WHT_HK
Hong Kong;440000;MYImports;COR_HK
Hong Kong;2221000;MYImports;PNS_HK
Hong Kong;4232000;MYImports;SBO_HK
Hong Kong;4234000;MYImports;PNO_HK
Hong Kong;4239100;MYImports;RPO_HK
Hong Kong;4243000;MYImports;PAO_HK
Iceland;814200;MYImports;FIM_IS
India;410000;MYImports;WHT_IN
India;440000;MYImports;COR_IN
India;813100;MYImports;SBM_IN
India;813300;MYImports;CTM_IN
India;813500;MYImports;SFM_IN
India;813600;MYImports;RPM_IN
India;813700;MYImports;CPM_IN
India;813800;MYImports;PKM_IN
India;2221000;MYImports;PNS_IN
India;2222000;MYImports;SBS_IN
India;2223000;MYImports;CTS_IN
India;2224000;MYImports;SFS_IN
India;2231000;MYImports;CPO_IN
India;4232000;MYImports;SBO_IN
India;4233000;MYImports;CTO_IN
India;4236000;MYImports;SFO_IN
India;4239100;MYImports;RPO_IN
India;4242000;MYImports;CCO_IN
India;4243000;MYImports;PAO_IN
India;4244000;MYImports;PKO_IN
Indonesia;410000;MYImports;WHT_ID
Indonesia;440000;MYImports;COR_ID
Indonesia;813100;MYImports;SBM_ID
Indonesia;813200;MYImports;PNM_ID
Indonesia;813600;MYImports;RPM_ID
Indonesia;813700;MYImports;CPM_ID
Indonesia;814200;MYImports;FIM_ID
Indonesia;2221000;MYImports;PNS_ID
Indonesia;2222000;MYImports;SBS_ID
Indonesia;2231000;MYImports;CPO_ID
Indonesia;4232000;MYImports;SBO_ID
Indonesia;4239100;MYImports;RPO_ID
Indonesia;4242000;MYImports;CCO_ID
Indonesia;4243000;MYImports;PAO_ID
Iran;410000;MYImports;WHT_IR
Iran;440000;MYImports;COR_IR
Iran;813100;MYImports;SBM_IR
Iran;813300;MYImports;CTM_IR
Iran;813500;MYImports;SFM_IR
Iran;813600;MYImports;RPM_IR
Iran;814200;MYImports;FIM_IR
Iran;2222000;MYImports;SBS_IR
Iran;2223000;MYImports;CTS_IR
Iran;2224000;MYImports;SFS_IR
Iran;2226000;MYImports;RPS_IR
Iran;4232000;MYImports;SBO_IR
Iran;4236000;MYImports;SFO_IR
Iran;4239100;MYImports;RPO_IR
Iran;4242000;MYImports;CCO_IR
Iran;4243000;MYImports;PAO_IR
Iran;4244000;MYImports;PKO_IR
Iraq;410000;MYImports;WHT_IQ
Iraq;440000;MYImports;COR_IQ
Iraq;813100;MYImports;SBM_IQ
Iraq;4236000;MYImports;SFO_IQ
Iraq;4242000;MYImports;CCO_IQ
Iraq;4243000;MYImports;PAO_IQ
Israel;410000;MYImports;WHT_IL
Israel;440000;MYImports;COR_IL
Israel;813100;MYImports;SBM_IL
Israel;813500;MYImports;SFM_IL
Israel;813600;MYImports;RPM_IL
Israel;2222000;MYImports;SBS_IL
Israel;2224000;MYImports;SFS_IL
Israel;2226000;MYImports;RPS_IL
Israel;4232000;MYImports;SBO_IL
Israel;4235000;MYImports;OLO_IL
Israel;4236000;MYImports;SFO_IL
Israel;4239100;MYImports;RPO_IL
Jamaica;410000;MYImports;WHT_JM
Jamaica;440000;MYImports;COR_JM
Jamaica;813100;MYImports;SBM_JM
Jamaica;4232000;MYImports;SBO_JM
Japan;410000;MYImports;WHT_JP
Japan;440000;MYImports;COR_JP
Japan;813100;MYImports;SBM_JP
Japan;813300;MYImports;CTM_JP
Japan;813600;MYImports;RPM_JP
Japan;813700;MYImports;CPM_JP
Japan;813800;MYImports;PKM_JP
Japan;814200;MYImports;FIM_JP
Japan;2221000;MYImports;PNS_JP
Japan;2222000;MYImports;SBS_JP
Japan;2223000;MYImports;CTS_JP
Japan;2226000;MYImports;RPS_JP
Japan;4232000;MYImports;SBO_JP
Japan;4233000;MYImports;CTO_JP
Japan;4234000;MYImports;PNO_JP
Japan;4235000;MYImports;OLO_JP
Japan;4236000;MYImports;SFO_JP
Japan;4239100;MYImports;RPO_JP
Japan;4242000;MYImports;CCO_JP
Japan;4243000;MYImports;PAO_JP
Japan;4244000;MYImports;PKO_JP
Jordan;410000;MYImports;WHT_JO
Jordan;440000;MYImports;COR_JO
Jordan;813100;MYImports;SBM_JO
Jordan;4232000;MYImports;SBO_JO
Jordan;4236000;MYImports;SFO_JO
Jordan;4243000;MYImports;PAO_JO
Kazakhstan;410000;MYImports;WHT_KZ
Kazakhstan;440000;MYImports;COR_KZ
Kazakhstan;813100;MYImports;SBM_KZ
Kazakhstan;813300;MYImports;CTM_KZ
Kazakhstan;813500;MYImports;SFM_KZ
Kazakhstan;813600;MYImports;RPM_KZ
Kazakhstan;2222000;MYImports;SBS_KZ
Kazakhstan;2223000;MYImports;CTS_KZ
Kazakhstan;2224000;MYImports;SFS_KZ
Kazakhstan;2226000;MYImports;RPS_KZ
Kazakhstan;4232000;MYImports;SBO_KZ
Kazakhstan;4236000;MYImports;SFO_KZ
Kazakhstan;4239100;MYImports;RPO_KZ
Kenya;410000;MYImports;WHT_KE
Kenya;440000;MYImports;COR_KE
Kenya;813100;MYImports;SBM_KE
Kenya;4243000;MYImports;PAO_KE
Korea, North;410000;MYImports;WHT_KR
Korea, North;440000;MYImports;COR_KR
Korea, North;813100;MYImports;SBM_KR
Korea, North;2222000;MYImports;SBS_KR
Korea, North;4232000;MYImports;SBO_KR
Korea, North;4243000;MYImports;PAO_KR
Korea, South;410000;MYImports;WHT_KP
Korea, South;440000;MYImports;COR_KP
Korea, South;813100;MYImports;SBM_KP
Korea, South;813300;MYImports;CTM_KP
Korea, South;813600;MYImports;RPM_KP
Korea, South;813700;MYImports;CPM_KP
Korea, South;813800;MYImports;PKM_KP
Korea, South;814200;MYImports;FIM_KP
Korea, South;2221000;MYImports;PNS_KP
Korea, South;2222000;MYImports;SBS_KP
Korea, South;2223000;MYImports;CTS_KP
Korea, South;2226000;MYImports;RPS_KP
Korea, South;4232000;MYImports;SBO_KP
Korea, South;4235000;MYImports;OLO_KP
Korea, South;4239100;MYImports;RPO_KP
Korea, South;4242000;MYImports;CCO_KP
Korea, South;4243000;MYImports;PAO_KP
Kuwait;410000;MYImports;WHT_KW
Kuwait;440000;MYImports;COR_KW
Kuwait;4243000;MYImports;PAO_KW
Kyrgyzstan;410000;MYImports;WHT_KG
Kyrgyzstan;440000;MYImports;COR_KG
Kyrgyzstan;813300;MYImports;CTM_KG
Kyrgyzstan;2223000;MYImports;CTS_KG
Kyrgyzstan;4233000;MYImports;CTO_KG
Laos;440000;MYImports;COR_LA
Lebanon;410000;MYImports;WHT_LB
Lebanon;440000;MYImports;COR_LB
Lebanon;813100;MYImports;SBM_LB
Lebanon;2222000;MYImports;SBS_LB
Lebanon;4232000;MYImports;SBO_LB
Lebanon;4235000;MYImports;OLO_LB
Lebanon;4236000;MYImports;SFO_LB
Lesotho;410000;MYImports;WHT_LS
Lesotho;440000;MYImports;COR_LS
Liberia;410000;MYImports;WHT_LR
Liberia;4243000;MYImports;PAO_LR
Libya;410000;MYImports;WHT_LY
Libya;440000;MYImports;COR_LY
Libya;813100;MYImports;SBM_LY
Libya;4235000;MYImports;OLO_LY
Libya;4236000;MYImports;SFO_LY
Madagascar;410000;MYImports;WHT_MG
Madagascar;440000;MYImports;COR_MG
Madagascar;4232000;MYImports;SBO_MG
Madagascar;4233000;MYImports;CTO_MG
Malawi;410000;MYImports;WHT_MW
Malawi;440000;MYImports;COR_MW
Malaysia;410000;MYImports;WHT_MY
Malaysia;440000;MYImports;COR_MY
Malaysia;813100;MYImports;SBM_MY
Malaysia;813200;MYImports;PNM_MY
Malaysia;813700;MYImports;CPM_MY
Malaysia;813800;MYImports;PKM_MY
Malaysia;814200;MYImports;FIM_MY
Malaysia;2221000;MYImports;PNS_MY
Malaysia;2222000;MYImports;SBS_MY
Malaysia;2231000;MYImports;CPO_MY
Malaysia;2232000;MYImports;PKS_MY
Malaysia;4232000;MYImports;SBO_MY
Malaysia;4234000;MYImports;PNO_MY
Malaysia;4242000;MYImports;CCO_MY
Malaysia;4243000;MYImports;PAO_MY
Malaysia;4244000;MYImports;PKO_MY
Mali;410000;MYImports;WHT_ML
Mali;813200;MYImports;PNM_ML
Mali;813300;MYImports;CTM_ML
Mali;2221000;MYImports;PNS_ML
Mali;2223000;MYImports;CTS_ML
Mali;4233000;MYImports;CTO_ML
Mauritania;410000;MYImports;WHT_MR
Mauritania;440000;MYImports;COR_MR
Mauritania;4243000;MYImports;PAO_MR
Mauritius;410000;MYImports;WHT_MU
Mauritius;4232000;MYImports;SBO_MU
Mexico;410000;MYImports;WHT_MX
Mexico;440000;MYImports;COR_MX
Mexico;813100;MYImports;SBM_MX
Mexico;813200;MYImports;PNM_MX
Mexico;813300;MYImports;CTM_MX
Mexico;813600;MYImports;RPM_MX
Mexico;814200;MYImports;FIM_MX
Mexico;2221000;MYImports;PNS_MX
Mexico;2222000;MYImports;SBS_MX
Mexico;2223000;MYImports;CTS_MX
Mexico;2224000;MYImports;SFS_MX
Mexico;2226000;MYImports;RPS_MX
Mexico;4232000;MYImports;SBO_MX
Mexico;4233000;MYImports;CTO_MX
Mexico;4234000;MYImports;PNO_MX
Mexico;4235000;MYImports;OLO_MX
Mexico;4236000;MYImports;SFO_MX
Mexico;4239100;MYImports;RPO_MX
Mexico;4242000;MYImports;CCO_MX
Mexico;4243000;MYImports;PAO_MX
Mexico;4244000;MYImports;PKO_MX
Moldova;410000;MYImports;WHT_MD
Moldova;440000;MYImports;COR_MD
Moldova;813500;MYImports;SFM_MD
Moldova;2224000;MYImports;SFS_MD
Moldova;2226000;MYImports;RPS_MD
Moldova;4236000;MYImports;SFO_MD
Mongolia;410000;MYImports;WHT_MN
Morocco;410000;MYImports;WHT_MA
Morocco;440000;MYImports;COR_MA
Morocco;813100;MYImports;SBM_MA
Morocco;813500;MYImports;SFM_MA
Morocco;813600;MYImports;RPM_MA
Morocco;814200;MYImports;FIM_MA
Morocco;2221000;MYImports;PNS_MA
Morocco;2222000;MYImports;SBS_MA
Morocco;2224000;MYImports;SFS_MA
Morocco;4232000;MYImports;SBO_MA
Morocco;4235000;MYImports;OLO_MA
Morocco;4236000;MYImports;SFO_MA
Morocco;4239100;MYImports;RPO_MA
Mozambique;410000;MYImports;WHT_MZ
Mozambique;440000;MYImports;COR_MZ
Mozambique;2221000;MYImports;PNS_MZ
Mozambique;2223000;MYImports;CTS_MZ
Mozambique;4243000;MYImports;PAO_MZ
Namibia;410000;MYImports;WHT_NA
Namibia;440000;MYImports;COR_NA
Nepal;410000;MYImports;WHT_NP
Nepal;440000;MYImports;COR_NP
New Zealand;410000;MYImports;WHT_NZ
New Zealand;440000;MYImports;COR_NZ
New Zealand;813100;MYImports;SBM_NZ
New Zealand;813300;MYImports;CTM_NZ
New Zealand;813800;MYImports;PKM_NZ
New Zealand;4232000;MYImports;SBO_NZ
New Zealand;4233000;MYImports;CTO_NZ
New Zealand;4239100;MYImports;RPO_NZ
New Zealand;4243000;MYImports;PAO_NZ
Nicaragua;410000;MYImports;WHT_NI
Nicaragua;440000;MYImports;COR_NI
Nicaragua;813100;MYImports;SBM_NI
Nicaragua;2221000;MYImports;PNS_NI
Nicaragua;2222000;MYImports;SBS_NI
Nicaragua;4232000;MYImports;SBO_NI
Niger;410000;MYImports;WHT_NE
Nigeria;410000;MYImports;WHT_NG
Nigeria;440000;MYImports;COR_NG
Nigeria;813100;MYImports;SBM_NG
Nigeria;2221000;MYImports;PNS_NG
Nigeria;2222000;MYImports;SBS_NG
Nigeria;2223000;MYImports;CTS_NG
Nigeria;2232000;MYImports;PKS_NG
Nigeria;4232000;MYImports;SBO_NG
Nigeria;4234000;MYImports;PNO_NG
Nigeria;4243000;MYImports;PAO_NG
Nigeria;4244000;MYImports;PKO_NG
North Macedonia;410000;MYImports;WHT_MK
North Macedonia;440000;MYImports;COR_MK
North Macedonia;813100;MYImports;SBM_MK
North Macedonia;813500;MYImports;SFM_MK
North Macedonia;2224000;MYImports;SFS_MK
North Macedonia;4236000;MYImports;SFO_MK
Norway;410000;MYImports;WHT_NO
Norway;440000;MYImports;COR_NO
Norway;813100;MYImports;SBM_NO
Norway;813500;MYImports;SFM_NO
Norway;813600;MYImports;RPM_NO
Norway;814200;MYImports;FIM_NO
Norway;2221000;MYImports;PNS_NO
Norway;2222000;MYImports;SBS_NO
Norway;2224000;MYImports;SFS_NO
Norway;2226000;MYImports;RPS_NO
Norway;4232000;MYImports;SBO_NO
Norway;4236000;MYImports;SFO_NO
Norway;4239100;MYImports;RPO_NO
Norway;4242000;MYImports;CCO_NO
Norway;4243000;MYImports;PAO_NO
Oman;410000;MYImports;WHT_OM
Oman;440000;MYImports;COR_OM
Oman;4243000;MYImports;PAO_OM
Other;4243000;MYImports;PAO_OT
Pakistan;410000;MYImports;WHT_PK
Pakistan;440000;MYImports;COR_PK
Pakistan;813100;MYImports;SBM_PK
Pakistan;813500;MYImports;SFM_PK
Pakistan;813600;MYImports;RPM_PK
Pakistan;2221000;MYImports;PNS_PK
Pakistan;2222000;MYImports;SBS_PK
Pakistan;2224000;MYImports;SFS_PK
Pakistan;2226000;MYImports;RPS_PK
Pakistan;4232000;MYImports;SBO_PK
Pakistan;4236000;MYImports;SFO_PK
Pakistan;4239100;MYImports;RPO_PK
Pakistan;4243000;MYImports;PAO_PK
Panama;410000;MYImports;WHT_PA
Panama;440000;MYImports;COR_PA
Panama;813100;MYImports;SBM_PA
Panama;2222000;MYImports;SBS_PA
Panama;4232000;MYImports;SBO_PA
Papua New Guinea;410000;MYImports;WHT_PG
Papua New Guinea;813800;MYImports;PKM_PG
Papua New Guinea;4243000;MYImports;PAO_PG
Paraguay;410000;MYImports;WHT_PY
Paraguay;440000;MYImports;COR_PY
Paraguay;813100;MYImports;SBM_PY
Paraguay;813300;MYImports;CTM_PY
Paraguay;813500;MYImports;SFM_PY
Paraguay;2222000;MYImports;SBS_PY
Paraguay;2223000;MYImports;CTS_PY
Paraguay;2224000;MYImports;SFS_PY
Paraguay;4232000;MYImports;SBO_PY
Paraguay;4236000;MYImports;SFO_PY
Peru;410000;MYImports;WHT_PE
Peru;440000;MYImports;COR_PE
Peru;813100;MYImports;SBM_PE
Peru;813500;MYImports;SFM_PE
Peru;814200;MYImports;FIM_PE
Peru;2222000;MYImports;SBS_PE
Peru;4232000;MYImports;SBO_PE
Peru;4236000;MYImports;SFO_PE
Peru;4243000;MYImports;PAO_PE
Philippines;410000;MYImports;WHT_PH
Philippines;440000;MYImports;COR_PH
Philippines;813100;MYImports;SBM_PH
Philippines;813700;MYImports;CPM_PH
Philippines;813800;MYImports;PKM_PH
Philippines;814200;MYImports;FIM_PH
Philippines;2221000;MYImports;PNS_PH
Philippines;2222000;MYImports;SBS_PH
Philippines;2231000;MYImports;CPO_PH
Philippines;4232000;MYImports;SBO_PH
Philippines;4242000;MYImports;CCO_PH
Philippines;4243000;MYImports;PAO_PH
Philippines;4244000;MYImports;PKO_PH
Qatar;440000;MYImports;COR_QA
Russia;410000;MYImports;WHT_RU
Russia;440000;MYImports;COR_RU
Russia;813100;MYImports;SBM_RU
Russia;813500;MYImports;SFM_RU
Russia;813600;MYImports;RPM_RU
Russia;814200;MYImports;FIM_RU
Russia;2221000;MYImports;PNS_RU
Russia;2222000;MYImports;SBS_RU
Russia;2224000;MYImports;SFS_RU
Russia;2226000;MYImports;RPS_RU
Russia;4232000;MYImports;SBO_RU
Russia;4235000;MYImports;OLO_RU
Russia;4236000;MYImports;SFO_RU
Russia;4239100;MYImports;RPO_RU
Russia;4242000;MYImports;CCO_RU
Russia;4243000;MYImports;PAO_RU
Russia;4244000;MYImports;PKO_RU
Rwanda;410000;MYImports;WHT_RW
Rwanda;440000;MYImports;COR_RW
Rwanda;4243000;MYImports;PAO_RW
Saudi Arabia;410000;MYImports;WHT_SA
Saudi Arabia;440000;MYImports;COR_SA
Saudi Arabia;813100;MYImports;SBM_SA
Saudi Arabia;813300;MYImports;CTM_SA
Saudi Arabia;813500;MYImports;SFM_SA
Saudi Arabia;813800;MYImports;PKM_SA
Saudi Arabia;2222000;MYImports;SBS_SA
Saudi Arabia;2223000;MYImports;CTS_SA
Saudi Arabia;2224000;MYImports;SFS_SA
Saudi Arabia;4232000;MYImports;SBO_SA
Saudi Arabia;4235000;MYImports;OLO_SA
Saudi Arabia;4236000;MYImports;SFO_SA
Saudi Arabia;4243000;MYImports;PAO_SA
Saudi Arabia;4244000;MYImports;PKO_SA
Senegal;410000;MYImports;WHT_SN
Senegal;440000;MYImports;COR_SN
Senegal;813200;MYImports;PNM_SN
Senegal;4232000;MYImports;SBO_SN
Senegal;4234000;MYImports;PNO_SN
Senegal;4243000;MYImports;PAO_SN
Serbia;410000;MYImports;WHT_RS
Serbia;440000;MYImports;COR_RS
Serbia;813100;MYImports;SBM_RS
Serbia;813500;MYImports;SFM_RS
Serbia;2222000;MYImports;SBS_RS
Serbia;2224000;MYImports;SFS_RS
Serbia;4232000;MYImports;SBO_RS
Serbia;4236000;MYImports;SFO_RS
Sierra Leone;410000;MYImports;WHT_SL
Sierra Leone;4243000;MYImports;PAO_SL
Singapore;410000;MYImports;WHT_SG
Singapore;440000;MYImports;COR_SG
Singapore;813100;MYImports;SBM_SG
Singapore;2221000;MYImports;PNS_SG
Singapore;2222000;MYImports;SBS_SG
Singapore;4232000;MYImports;SBO_SG
Singapore;4242000;MYImports;CCO_SG
Singapore;4243000;MYImports;PAO_SG
Singapore;4244000;MYImports;PKO_SG
Somalia;410000;MYImports;WHT_SO
Somalia;440000;MYImports;COR_SO
South Africa;410000;MYImports;WHT_ZA
South Africa;440000;MYImports;COR_ZA
South Africa;813100;MYImports;SBM_ZA
South Africa;813300;MYImports;CTM_ZA
South Africa;813500;MYImports;SFM_ZA
South Africa;813800;MYImports;PKM_ZA
South Africa;814200;MYImports;FIM_ZA
South Africa;2221000;MYImports;PNS_ZA
South Africa;2222000;MYImports;SBS_ZA
South Africa;2223000;MYImports;CTS_ZA
South Africa;2224000;MYImports;SFS_ZA
South Africa;2226000;MYImports;RPS_ZA
South Africa;4232000;MYImports;SBO_ZA
South Africa;4233000;MYImports;CTO_ZA
South Africa;4236000;MYImports;SFO_ZA
South Africa;4239100;MYImports;RPO_ZA
South Africa;4242000;MYImports;CCO_ZA
South Africa;4243000;MYImports;PAO_ZA
South Africa;4244000;MYImports;PKO_ZA
South Sudan;440000;MYImports;COR_SS
Sri Lanka;410000;MYImports;WHT_LK
Sri Lanka;440000;MYImports;COR_LK
Sri Lanka;813100;MYImports;SBM_LK
Sri Lanka;4242000;MYImports;CCO_LK
Sri Lanka;4243000;MYImports;PAO_LK
Sudan;410000;MYImports;WHT_SD
Sudan;2221000;MYImports;PNS_SD
Sudan;4243000;MYImports;PAO_SD
Switzerland;410000;MYImports;WHT_CH
Switzerland;440000;MYImports;COR_CH
Switzerland;813100;MYImports;SBM_CH
Switzerland;813500;MYImports;SFM_CH
Switzerland;813600;MYImports;RPM_CH
Switzerland;814200;MYImports;FIM_CH
Switzerland;2221000;MYImports;PNS_CH
Switzerland;2222000;MYImports;SBS_CH
Switzerland;2224000;MYImports;SFS_CH
Switzerland;2226000;MYImports;RPS_CH
Switzerland;4232000;MYImports;SBO_CH
Switzerland;4234000;MYImports;PNO_CH
Switzerland;4235000;MYImports;OLO_CH
Switzerland;4236000;MYImports;SFO_CH
Switzerland;4239100;MYImports;RPO_CH
Switzerland;4242000;MYImports;CCO_CH
Switzerland;4243000;MYImports;PAO_CH
Switzerland;4244000;MYImports;PKO_CH
Syria;410000;MYImports;WHT_SY
Syria;440000;MYImports;COR_SY
Syria;813100;MYImports;SBM_SY
Syria;813300;MYImports;CTM_SY
Syria;2222000;MYImports;SBS_SY
Syria;2223000;MYImports;CTS_SY
Syria;4232000;MYImports;SBO_SY
Syria;4233000;MYImports;CTO_SY
Syria;4235000;MYImports;OLO_SY
Syria;4236000;MYImports;SFO_SY
Taiwan;410000;MYImports;WHT_TW
Taiwan;440000;MYImports;COR_TW
Taiwan;813100;MYImports;SBM_TW
Taiwan;813200;MYImports;PNM_TW
Taiwan;813600;MYImports;RPM_TW
Taiwan;813700;MYImports;CPM_TW
Taiwan;814200;MYImports;FIM_TW
Taiwan;2221000;MYImports;PNS_TW
Taiwan;2222000;MYImports;SBS_TW
Taiwan;4232000;MYImports;SBO_TW
Taiwan;4236000;MYImports;SFO_TW
Taiwan;4239100;MYImports;RPO_TW
Taiwan;4242000;MYImports;CCO_TW
Taiwan;4243000;MYImports;PAO_TW
Tajikistan;410000;MYImports;WHT_TJ
Tajikistan;440000;MYImports;COR_TJ
Tajikistan;813300;MYImports;CTM_TJ
Tajikistan;2223000;MYImports;CTS_TJ
Tajikistan;4233000;MYImports;CTO_TJ
Tanzania;410000;MYImports;WHT_TZ
Tanzania;440000;MYImports;COR_TZ
Tanzania;813300;MYImports;CTM_TZ
Tanzania;2221000;MYImports;PNS_TZ
Tanzania;4232000;MYImports;SBO_TZ
Tanzania;4242000;MYImports;CCO_TZ
Tanzania;4243000;MYImports;PAO_TZ
Thailand;410000;MYImports;WHT_TH
Thailand;440000;MYImports;COR_TH
Thailand;813100;MYImports;SBM_TH
Thailand;813200;MYImports;PNM_TH
Thailand;813500;MYImports;SFM_TH
Thailand;813600;MYImports;RPM_TH
Thailand;813800;MYImports;PKM_TH
Thailand;814200;MYImports;FIM_TH
Thailand;2221000;MYImports;PNS_TH
Thailand;2222000;MYImports;SBS_TH
Thailand;2231000;MYImports;CPO_TH
Thailand;2232000;MYImports;PKS_TH
Thailand;4232000;MYImports;SBO_TH
Thailand;4242000;MYImports;CCO_TH
Thailand;4243000;MYImports;PAO_TH
Thailand;4244000;MYImports;PKO_TH
Togo;410000;MYImports;WHT_TG
Togo;440000;MYImports;COR_TG
Togo;813800;MYImports;PKM_TG
Togo;2232000;MYImports;PKS_TG
Togo;4243000;MYImports;PAO_TG
Trinidad and Tobago;410000;MYImports;WHT_TT
Trinidad and Tobago;440000;MYImports;COR_TT
Trinidad and Tobago;813100;MYImports;SBM_TT
Trinidad and Tobago;4232000;MYImports;SBO_TT
Tunisia;410000;MYImports;WHT_TN
Tunisia;440000;MYImports;COR_TN
Tunisia;813100;MYImports;SBM_TN
Tunisia;2222000;MYImports;SBS_TN
Tunisia;4232000;MYImports;SBO_TN
Tunisia;4235000;MYImports;OLO_TN
Tunisia;4239100;MYImports;RPO_TN
Tunisia;4243000;MYImports;PAO_TN
Turkey;410000;MYImports;WHT_TR
Turkey;440000;MYImports;COR_TR
Turkey;813100;MYImports;SBM_TR
Turkey;813200;MYImports;PNM_TR
Turkey;813300;MYImports;CTM_TR
Turkey;813500;MYImports;SFM_TR
Turkey;813600;MYImports;RPM_TR
Turkey;813800;MYImports;PKM_TR
