id,Código_Produto,Classificação,Subproduto,Local,Fetch_Status,bolsa,roda,fonte,tav,subtav,decimais,correlatos,empresa,contrato,subproduto_id,entcode,nome,longo,descr,codf,bd,palavras,habilitado,lote,rep,vln,dia,freq,dex,inserido,alterado,created_at,updated_at
637,D_COFW_UDI_BR,Milho,"Corn Grain",Uberlândia,Failed,2,50,3,T,FW,2,10,,,359,,"Corn Forward Uberlandia","DATAGRO Daily Corn Forward Price BRL/Bg 60Kg Uberlandia Minas Gerais Brazil","DATAGRO Daily Corn Forward Price BRL/Bg 60Kg Uberlandia Minas Gerais Brazil",,,,1,0,5,0,0,D,,"2021-09-27 22:14:54","2022-05-18 23:33:44",,2023-11-23T19:00:30.000000Z
638,D_COFW_UNB_BR,Milho,"Corn Grain",Unaí,Success,2,50,3,T,FW,2,10,,,359,,"Corn Forward Unai","DATAGRO Daily Corn Forward Price BRL/Bg 60Kg Unai Minas Gerais Brazil","DATAGRO Daily Corn Forward Price BRL/Bg 60Kg Unai Minas Gerais Brazil",,,,1,0,5,0,0,D,,"2021-09-27 22:14:54","2022-05-18 23:33:44",,2023-11-23T19:00:32.000000Z
639,D_COFW_URC_BR,Milho,"Corn Grain",Uruçuí,Success,2,50,3,T,FW,2,10,,,359,,"Corn Forward Urucui","DATAGRO Daily Corn Forward Price BRL/Bg 60Kg Urucui Piaui Brazil","DATAGRO Daily Corn Forward Price BRL/Bg 60Kg Urucui Piaui Brazil",,,,1,0,5,0,0,D,,"2021-09-27 22:14:54","2022-05-18 23:33:44",,2023-11-23T19:00:33.000000Z
640,D_COFW_XAP_BR,Milho,"Corn Grain",Chapecó,Success,2,50,3,T,FW,2,10,,,359,,"Corn Forward Chapeco","DATAGRO Daily Corn Forward Price BRL/Bg 60Kg Chapeco Santa Catarina Brazil","DATAGRO Daily Corn Forward Price BRL/Bg 60Kg Chapeco Santa Catarina Brazil",,,,1,0,5,0,0,D,,"2021-09-27 22:14:54","2022-05-18 23:33:44",,2023-11-23T21:32:50.000000Z
641,D_COPM_PNG_BR_F,Milho,"Corn Grain",Paranaguá,Success,2,50,3,T,PM,0,10,,,359,PRPM019389,"Corn Basis Paranagua Jan","DATAGRO Daily Corn Price Basis USD cents/bu Santos São Paulo Brazil - January","DATAGRO Daily Corn Price Basis USD cents/bu Santos São Paulo Brazil - January",D_COPM_PNG_BR_F,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-12-13 12:55:08",,2023-11-23T19:00:35.000000Z
642,D_COPM_PNG_BR_N,Milho,"Corn Grain",Paranaguá,Success,2,50,3,T,PM,0,10,,,359,PRPM019390,"Corn Basis Paranagua Jul","DATAGRO Daily Corn Price Basis USD cents/bu Paranagua Parana Brazil - July","DATAGRO Daily Corn Price Basis USD cents/bu Paranagua Parana Brazil - July",D_COPM_PNG_BR_N,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-12-13 12:55:08",,2023-11-23T19:00:37.000000Z
643,D_COPM_PNG_BR_Q,Milho,"Corn Grain",Paranaguá,Success,2,50,3,T,PM,0,10,,,359,PRPM019391,"Corn Basis Paranagua Aug","DATAGRO Daily Corn Price Basis USD cents/bu Paranagua Parana Brazil - August","DATAGRO Daily Corn Price Basis USD cents/bu Paranagua Parana Brazil - August",D_COPM_PNG_BR_Q,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-12-13 12:55:08",,2023-11-23T19:00:40.000000Z
644,D_COPM_PNG_BR_U,Milho,"Corn Grain",Paranaguá,Success,2,50,3,T,PM,0,10,,,359,PRPM019392,"Corn Basis Paranagua Sep","DATAGRO Daily Corn Price Basis USD cents/bu Paranagua Parana Brazil - September","DATAGRO Daily Corn Price Basis USD cents/bu Paranagua Parana Brazil - September",D_COPM_PNG_BR_U,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-12-13 12:55:08",,2023-11-23T19:00:43.000000Z
645,D_COPM_PNG_BR_V,Milho,"Corn Grain",Paranaguá,Success,2,50,3,T,PM,0,10,,,359,PRPM019393,"Corn Basis Paranagua Oct","DATAGRO Daily Corn Price Basis USD cents/bu Paranagua Parana Brazil - October","DATAGRO Daily Corn Price Basis USD cents/bu Paranagua Parana Brazil - October",D_COPM_PNG_BR_V,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-12-13 12:55:08",,2023-11-23T19:00:47.000000Z
646,D_COPM_PNG_BR_X,Milho,"Corn Grain",Paranaguá,Success,2,50,3,T,PM,0,10,,,359,PRPM019394,"Corn Basis Paranagua Nov","DATAGRO Daily Corn Price Basis USD cents/bu Paranagua Parana Brazil - November","DATAGRO Daily Corn Price Basis USD cents/bu Paranagua Parana Brazil - November",D_COPM_PNG_BR_X,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-12-13 12:55:08",,2023-11-23T19:00:50.000000Z
647,D_COPM_PNG_BR_Z,Milho,"Corn Grain",Paranaguá,Success,2,50,3,T,PM,0,10,,,359,PRPM019395,"Corn Basis Paranagua Dec","DATAGRO Daily Corn Price Basis USD cents/bu Paranagua Parana Brazil - December","DATAGRO Daily Corn Price Basis USD cents/bu Paranagua Parana Brazil - December",D_COPM_PNG_BR_Z,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-12-13 12:55:08",,2023-11-23T19:00:52.000000Z
648,D_COPM_SAN_BR,Milho,"Corn Grain",Santos,Success,2,50,3,T,PM,0,10,,,359,PRPM018253,"Corn Basis Santos","DATAGRO Daily Corn Spot Price Basis USD cents/bu Santos Sao Paulo Brazil","DATAGRO Daily Corn Spot Price Basis USD cents/bu Santos Sao Paulo Brazil",D_COPM_SAN_BR,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-12-13 12:55:08",,2023-11-23T19:00:59.000000Z
649,D_COPM_SAN_BR_F,Milho,"Corn Grain",Santos,Success,2,50,3,T,PM,0,10,,,359,,"Corn Basis Santos Jan","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Jan","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Jan",D_COPM_SAN_BR_F,,,1,0,5,0,0,D,,"2021-07-26 03:02:22","2022-12-13 12:55:08",,2023-11-23T19:01:00.000000Z
650,D_COPM_SAN_BR_G,Milho,"Corn Grain",Santos,Failed,2,50,3,T,PM,0,10,,,359,,"Corn Basis Santos Feb","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Feb","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Feb",D_COPM_SAN_BR_G,,,1,0,5,0,0,D,,"2021-07-26 03:02:23","2022-12-13 12:55:08",,2023-11-23T19:01:00.000000Z
651,D_COPM_SAN_BR_H,Milho,"Corn Grain",Santos,Failed,2,50,3,T,PM,0,10,,,359,,"Corn Basis Santos Mar","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Mar","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Mar",D_COPM_SAN_BR_H,,,1,0,5,0,0,D,,"2021-07-26 03:02:23","2022-12-13 12:55:08",,2023-11-23T19:01:01.000000Z
652,D_COPM_SAN_BR_J,Milho,"Corn Grain",Santos,Failed,2,50,3,T,PM,0,10,,,359,,"Corn Basis Santos Apr","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Apr","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Apr",D_COPM_SAN_BR_J,,,1,0,5,0,0,D,,"2021-07-26 03:02:23","2022-12-13 12:55:08",,2023-11-23T19:01:01.000000Z
653,D_COPM_SAN_BR_K,Milho,"Corn Grain",Santos,Failed,2,50,3,T,PM,0,10,,,359,,"Corn Basis Santos May","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - May","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - May",D_COPM_SAN_BR_K,,,1,0,5,0,0,D,,"2021-07-26 03:02:24","2022-12-13 12:55:08",,2023-11-23T19:01:02.000000Z
654,D_COPM_SAN_BR_M,Milho,"Corn Grain",Santos,Failed,2,50,3,T,PM,0,10,,,359,,"Corn Basis Santos Jun","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Jun","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Jun",D_COPM_SAN_BR_M,,,1,0,5,0,0,D,,"2021-07-26 03:02:24","2022-12-13 12:55:08",,2023-11-23T19:01:02.000000Z
655,D_COPM_SAN_BR_N,Milho,"Corn Grain",Santos,Success,2,50,3,T,PM,0,10,,,359,,"Corn Basis Santos Jul","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Jul","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Jul",D_COPM_SAN_BR_N,,,1,0,5,0,0,D,,"2021-07-26 03:02:25","2022-12-13 12:55:08",,2023-11-23T19:01:06.000000Z
656,D_COPM_SAN_BR_Q,Milho,"Corn Grain",Santos,Success,2,50,3,T,PM,0,10,,,359,,"Corn Basis Santos Aug","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Aug","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Aug",D_COPM_SAN_BR_Q,,,1,0,5,0,0,D,,"2021-07-26 03:02:25","2022-12-13 12:55:08",,2023-11-23T19:01:09.000000Z
657,D_COPM_SAN_BR_U,Milho,"Corn Grain",Santos,Success,2,50,3,T,PM,0,10,,,359,,"Corn Basis Santos Sep","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Sep","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Sep",D_COPM_SAN_BR_U,,,1,0,5,0,0,D,,"2021-07-26 03:02:26","2022-12-13 12:55:08",,2023-11-23T19:01:11.000000Z
658,D_COPM_SAN_BR_V,Milho,"Corn Grain",Santos,Success,2,50,3,T,PM,0,10,,,359,,"Corn Basis Santos Oct","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Oct","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Oct",D_COPM_SAN_BR_V,,,1,0,5,0,0,D,,"2021-07-26 03:02:26","2022-12-13 12:55:08",,2023-11-23T19:01:14.000000Z
659,D_COPM_SAN_BR_X,Milho,"Corn Grain",Santos,Success,2,50,3,T,PM,0,10,,,359,,"Corn Basis Santos Nov","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Nov","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Nov",D_COPM_SAN_BR_X,,,1,0,5,0,0,D,,"2021-07-26 03:02:26","2022-12-13 12:55:08",,2023-11-23T19:01:17.000000Z
660,D_COPM_SAN_BR_Z,Milho,"Corn Grain",Santos,Success,2,50,3,T,PM,0,10,,,359,,"Corn Basis Santos Dec","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Dec","DATAGRO Daily Corn Basis BRL/Bg 60Kg Santos Brazil - Dec",D_COPM_SAN_BR_Z,,,1,0,5,0,0,D,,"2021-07-26 03:02:27","2022-12-13 12:55:08",,2023-11-23T19:01:20.000000Z
661,D_COPR_BSS_BR,Milho,"Corn Grain",Balsas,Success,2,50,3,T,PR,2,10,,,359,PRPR018274,"Corn Balsas","DATAGRO Daily Corn Price BRL/Bg 60Kg Balsas Maranhao Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Balsas Maranhao Brazil",D_COPR_BSS_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:01:25.000000Z
662,D_COPR_BVH_BR,Milho,"Corn Grain",Vilhena,Success,2,50,3,T,PR,2,10,,,359,PRPR019536,"Corn Vilhena","DATAGRO Daily Corn Price BRL/Bg 60Kg Vilhena Rondonia Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Vilhena Rondonia Brazil",D_COPR_BVH_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:01:30.000000Z
663,D_COPR_CAC_BR,Milho,"Corn Grain",Cascavel,Success,2,50,3,T,PR,2,10,,,359,PRPR018279,"Corn Cascavel","DATAGRO Daily Corn Price BRL/Bg 60Kg Cascavel Parana Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Cascavel Parana Brazil",D_COPR_CAC_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:01:35.000000Z
664,D_COPR_CAM_BR,Milho,"Corn Grain",Campinas,Success,2,50,3,T,PR,2,10,,,359,PRPR018268,"Corn Campinas","DATAGRO Daily Corn Price BRL/Bg 60Kg Campinas Sao Paulo Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Campinas Sao Paulo Brazil",D_COPR_CAM_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:01:41.000000Z
665,D_COPR_CGR_BR,Milho,"Corn Grain","Campo Grande",Success,2,50,3,T,PR,2,10,,,359,,"Corn Campo Grande","DATAGRO Daily Corn Price BRL/Bg 60Kg Campo Grande Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Campo Grande Brazil",D_COPR_CGR_BR,,,1,0,5,0,0,D,,"2021-07-26 03:02:18","2022-05-18 23:33:44",,2023-11-23T19:01:43.000000Z
666,D_COPR_CHS_BR,Milho,"Corn Grain","Chapadão Do Sul",Success,2,50,3,T,PR,2,10,,,359,PRPR019284,"Corn Chapadao do Sul","DATAGRO Daily Corn Price BRL/Bg 60Kg Chapadao do Sul Mato Grosso do Sul Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Chapadao do Sul Mato Grosso do Sul Brazil",D_COPR_CHS_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:01:49.000000Z
667,D_COPR_CMN_BR,Milho,"Corn Grain","Campos Novos",Success,2,50,3,T,PR,2,10,,,359,PRPR019304,"Corn Campos Novos","DATAGRO Daily Corn Price BRL/Bg 60Kg Campos Novos Santa Catarina Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Campos Novos Santa Catarina Brazil",D_COPR_CMN_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:01:54.000000Z
668,D_COPR_CMV_BR,Milho,"Corn Grain","Campo Verde",Success,2,50,3,T,PR,2,10,,,359,PRPR019339,"Corn Campo Verde","DATAGRO Daily Corn Price BRL/Bg 60Kg Campo Verde Mato Grosso Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Campo Verde Mato Grosso Brazil",D_COPR_CMV_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:01:59.000000Z
669,D_COPR_CNM_BR,Milho,"Corn Grain","Cândido Mota",Success,2,50,3,T,PR,2,10,,,359,PRPR019307,"Corn Candido Mota","DATAGRO Daily Corn Price BRL/Bg 60Kg Candido Mota Sao Paulo Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Candido Mota Sao Paulo Brazil",D_COPR_CNM_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:02:04.000000Z
670,D_COPR_CNP_BR,Milho,"Corn Grain","Campo Novo Do Parecis",Success,2,50,3,T,PR,2,10,,,359,PRPR019288,"Corn Parecis","DATAGRO Daily Corn Price BRL/Bg 60Kg Campo Novo do Parecis Mato Grosso Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Campo Novo do Parecis Mato Grosso Brazil",D_COPR_CNP_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:02:09.000000Z
671,D_COPR_CNR_BR,Milho,"Corn Grain",Canarana,Success,2,50,3,T,PR,2,10,,,359,PRPR019294,"Corn Canarana","DATAGRO Daily Corn Price BRL/Bg 60Kg Canarana Mato Grosso Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Canarana Mato Grosso Brazil",D_COPR_CNR_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:02:14.000000Z
672,D_COPR_CZA_BR,Milho,"Corn Grain","Cruz Alta",Success,2,50,3,T,PR,2,10,,,359,PRPR019302,"Corn Cruz Alta","DATAGRO Daily Corn Price BRL/Bg 60Kg Cruz Alta Rio Grande do Sul Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Cruz Alta Rio Grande do Sul Brazil",D_COPR_CZA_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:02:19.000000Z
673,D_COPR_DMT_BR,Milho,"Corn Grain",Diamantino,Success,2,50,3,T,PR,2,10,,,359,,"Corn Diamantino","DATAGRO Daily Corn Price BRL/Bg 60Kg Diamantino Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Diamantino Brazil",D_COPR_DMT_BR,,,1,0,5,0,0,D,,"2021-07-26 03:02:19","2022-05-18 23:33:44",,2023-11-23T19:02:21.000000Z
674,D_COPR_DOU_BR,Milho,"Corn Grain",Dourados,Success,2,50,3,T,PR,2,10,,,359,PRPR018275,"Corn Dourados","DATAGRO Daily Corn Price BRL/Bg 60Kg Dourados Mato Grosso do Sul Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Dourados Mato Grosso do Sul Brazil",D_COPR_DOU_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:02:26.000000Z
675,D_COPR_FOR_BR,Milho,"Corn Grain",Formosa,Success,2,50,3,T,PR,2,10,,,359,PRPR019280,"Corn Formosa","DATAGRO Daily Corn Price BRL/Bg 60Kg Formosa Goias Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Formosa Goias Brazil",D_COPR_FOR_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:02:31.000000Z
676,D_COPR_GPB_BR,Milho,"Corn Grain",Guarapuava,Success,2,50,3,T,PR,2,10,,,359,PRPR019510,"Corn Guarapuava","DATAGRO Daily Corn Price BRL/Bg 60Kg Guarapuava Parana Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Guarapuava Parana Brazil",D_COPR_GPB_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:02:36.000000Z
677,D_COPR_GRP_BR,Milho,"Corn Grain",Gurupi,Success,2,50,3,T,PR,2,10,,,359,,"Corn Gurupi","DATAGRO Daily Corn Price BRL/Bg 60Kg Gurupi Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Gurupi Brazil",D_COPR_GRP_BR,,,1,0,5,0,0,D,,"2021-07-26 03:02:20","2022-05-18 23:33:44",,2023-11-23T19:02:38.000000Z
678,D_COPR_IRM_BR,Milho,"Corn Grain","Iraí De Minas",Success,2,50,3,T,PR,2,10,,,359,PRPR019283,"Corn Irai","DATAGRO Daily Corn Price BRL/Bg 60Kg Irai de Minas Minas Gerais Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Irai de Minas Minas Gerais Brazil",D_COPR_IRM_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:02:42.000000Z
679,D_COPR_ITI_BR,Milho,"Corn Grain",Itiquira,Success,2,50,3,T,PR,2,10,,,359,PRPR019511,"Corn Itiquira","DATAGRO Daily Corn Price BRL/Bg 60Kg Itiquira Mato Grosso Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Itiquira Mato Grosso Brazil",D_COPR_ITI_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:02:48.000000Z
680,D_COPR_ITV_BR,Milho,"Corn Grain",Itapeva,Success,2,50,3,T,PR,2,10,,,359,PRPR019309,"Corn Itapeva","DATAGRO Daily Corn Price BRL/Bg 60Kg Itapeva Sao Paulo Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Itapeva Sao Paulo Brazil",D_COPR_ITV_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:02:53.000000Z
681,D_COPR_LAZ_BR,Milho,"Corn Grain","Bom Jesus",Success,2,50,3,T,PR,2,10,,,359,,"Corn Bom Jesus","DATAGRO Daily Corn Price BRL/Bg 60Kg Bom Jesus Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Bom Jesus Brazil",D_COPR_LAZ_BR,,,1,0,5,0,0,D,,"2021-07-26 03:02:20","2022-05-18 23:33:44",,2023-11-23T19:02:55.000000Z
682,D_COPR_LDB_BR,Milho,"Corn Grain",Londrina,Success,2,50,3,T,PR,2,10,,,359,PRPR018269,"Corn Londrina","DATAGRO Daily Corn Price BRL/Bg 60Kg Londrina Parana Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Londrina Parana Brazil",D_COPR_LDB_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:03:01.000000Z
683,D_COPR_LEM_BR,Milho,"Corn Grain","Luiz Eduardo Magalhães",Success,2,50,3,T,PR,2,10,,,359,PRPR018273,"Corn LEM","DATAGRO Daily Corn Price BRL/Bg 60Kg Luis Eduardo Magalhaes Bahia Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Luis Eduardo Magalhaes Bahia Brazil",D_COPR_LEM_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:03:07.000000Z
684,D_COPR_LRV_BR,Milho,"Corn Grain","Lucas Do Rio Verde",Success,2,50,3,T,PR,2,10,,,359,PRPR019289,"Corn Lucas RV","DATAGRO Daily Corn Price BRL/Bg 60Kg Lucas do Rio Verde Mato Grosso Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Lucas do Rio Verde Mato Grosso Brazil",D_COPR_LRV_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:03:14.000000Z
685,D_COPR_MFR_BR,Milho,"Corn Grain",Mafra,Success,2,50,3,T,PR,2,10,,,359,PRPR019306,"Corn Mafra","DATAGRO Daily Corn Price BRL/Bg 60Kg Mafra Santa Catarina Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Mafra Santa Catarina Brazil",D_COPR_MFR_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:03:23.000000Z
686,D_COPR_MGF_BR,Milho,"Corn Grain",Maringá,Success,2,50,3,T,PR,2,10,,,359,PRPR019296,"Corn Maringa","DATAGRO Daily Corn Price BRL/Bg 60Kg Maringa Parana Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Maringa Parana Brazil",D_COPR_MGF_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:03:29.000000Z
687,D_COPR_MRC_BR,Milho,"Corn Grain",Maracaju,Success,2,50,3,T,PR,2,10,,,359,PRPR019286,"Corn Maracaju","DATAGRO Daily Corn Price BRL/Bg 60Kg Maracaju Mato Grosso do Sul Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Maracaju Mato Grosso do Sul Brazil",D_COPR_MRC_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:03:35.000000Z
688,D_COPR_OPS_BR,Milho,"Corn Grain",Sinop,Success,2,50,3,T,PR,2,10,,,359,,"Corn Sinop","DATAGRO Daily Corn Price BRL/Bg 60Kg Sinop Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Sinop Brazil",D_COPR_OPS_BR,,,1,0,5,0,0,D,,"2021-07-26 03:02:19","2022-05-18 23:33:44",,2023-11-23T19:03:37.000000Z
689,D_COPR_ORL_BR,Milho,"Corn Grain",Orlândia,Success,2,50,3,T,PR,2,10,,,359,PRPR019308,"Corn Orlandia","DATAGRO Daily Corn Price BRL/Bg 60Kg Orlandia Sao Paulo Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Orlandia Sao Paulo Brazil",D_COPR_ORL_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:03:43.000000Z
690,D_COPR_PBR_BR,Milho,"Corn Grain","Pato Branco",Success,2,50,3,T,PR,2,10,,,359,PRPR019300,"Corn Pato Branco","DATAGRO Daily Corn Price BRL/Bg 60Kg Pato Branco Parana Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Pato Branco Parana Brazil",D_COPR_PBR_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:03:48.000000Z
691,D_COPR_PDA_BR,Milho,"Corn Grain","Pedro Afonso",Success,2,50,3,T,PR,2,10,,,359,,"Corn Pedro Afonso","DATAGRO Daily Corn Price BRL/Bg 60Kg Pedro Afonso Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Pedro Afonso Brazil",D_COPR_PDA_BR,,,1,0,5,0,0,D,,"2021-07-26 03:02:21","2022-05-18 23:33:44",,2023-11-23T19:03:50.000000Z
692,D_COPR_PFB_BR,Milho,"Corn Grain","Passo Fundo",Success,2,50,3,T,PR,2,10,,,359,PRPR018270,"Corn Passo Fundo","DATAGRO Daily Corn Price BRL/Bg 60Kg Passo Fundo Rio Grande do Sul Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Passo Fundo Rio Grande do Sul Brazil",D_COPR_PFB_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:03:56.000000Z
693,D_COPR_PGZ_BR,Milho,"Corn Grain","Ponta Grossa",Success,2,50,3,T,PR,2,10,,,359,PRPR019297,"Corn Ponta Grossa","DATAGRO Daily Corn Price BRL/Bg 60Kg Ponta Grossa Parana Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Ponta Grossa Parana Brazil",D_COPR_PGZ_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:04:01.000000Z
694,D_COPR_PLT_BR,Milho,"Corn Grain",Palotina,Success,2,50,3,T,PR,2,10,,,359,PRPR019298,"Corn Palotina","DATAGRO Daily Corn Price BRL/Bg 60Kg Palotina Parana Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Palotina Parana Brazil",D_COPR_PLT_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:04:07.000000Z
695,D_COPR_PMG_BR,Milho,"Corn Grain","Ponta Porã",Success,2,50,3,T,PR,2,10,,,359,PRPR019287,"Corn Ponta Pora","DATAGRO Daily Corn Price BRL/Bg 60Kg Ponta Pora Mato Grosso do Sul Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Ponta Pora Mato Grosso do Sul Brazil",D_COPR_PMG_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T19:04:12.000000Z
696,D_COPR_PNB_BR,Milho,"Corn Grain","Porto Nacional",Success,2,50,3,T,PR,2,10,,,359,,"Corn Porto Nacional","DATAGRO Daily Corn Price BRL/Bg 60Kg Porto Nacional Brazil","DATAGRO Daily Corn Price BRL/Bg 60Kg Porto Nacional Brazil",D_COPR_PNB_BR,,,1,0,5,0,0,D,,"2021-07-26 03:02:21","2022-05-18 23:33:44",,2023-11-23T19:04:15.000000Z
